Symbol,Company,Description,Sector,Industry,Weights
VIV,Telefônica Brasil S.A.,"Telefônica Brasil S.A., together with its subsidiaries, operates as a mobile telecommunications company in Brazil. Its fixed line services portfolio includes local, domestic long-distance, and international long-distance calls; and mobile portfolio comprises voice and broadband internet access through 3G, 4G, 4.5G, and 5G, as well as mobile value-added and wireless roaming services. The company also offers data services, including broadband and mobile data services. In addition, it provides pay TV services through IPTV technologies; network services, such as rental of facilities; other services comprising internet access, private network connectivity, computer equipment leasing, extended service, caller identification, voice mail, cellular blocker, and others; wholesale services, including interconnection services to users of other network providers; and digital services, such as entertainment, cloud, and security and financial services. Further, the company offers multimedia communication services, which include audio, data, voice and other sounds, images, texts, and other information, as well as sells devices, such as smartphones, broadband USB modems, and other devices. Additionally, it provides telecommunications solutions and IT support to various industries, such as retail, manufacturing, services, financial institutions, government, etc. It markets and sells its solutions through own stores, dealers, retail and distribution channels, door-to-door sales, and outbound tele sales. The company was formerly known as Telecomunicações de São Paulo S.A. - TELESP and changed its name to Telefônica Brasil S.A. in October 2011. The company was incorporated in 1998 and is headquartered in São Paulo, Brazil.",Communication Services,Telecom Services,0.04%
EPIB,N/A,N/A,N/A,N/A,N/A
9697,N/A,N/A,N/A,N/A,N/A
BARN,N/A,N/A,N/A,N/A,N/A
TWE,N/A,N/A,N/A,N/A,N/A
3003,N/A,N/A,N/A,N/A,N/A
PEO,"Adams Natural Resources Fund, Inc.","Adams Natural Resources Fund, Inc. is a publicly owned investment manager. The firm invests in the public equity markets across the globe. The firm manages closed-end equity fund focused on the energy and material sectors. It invests in stocks of companies of all market capitalizations operating in the energy and natural resources sector including oil companies, exploration and production, utilities, services, and basic materials sectors. The firm employs a fundamental analysis with a bottom-up stock picking approach while focusing on earnings growth prospects, defendable market position, market competition, macroeconomic backdrop, cash flow generation, valuation, capital allocation, return on capital, mileposts and catalysts, and point in cycle identification to make its investments. It benchmarks the performance of its portfolios against a composite index of 80% Dow Jones Oil and Gas Index and 20% Dow Jones Basic Materials Index. The firm was formerly known as Petroleum & Resources Corporation. Adams Natural Resources Fund, Inc. was founded in 1929 and is based in Baltimore, Maryland with an additional office in Boston, Massachusetts.",Financial Services,Asset Management,0.04%
LAND,Gladstone Land Corporation,"Founded in 1997, Gladstone Land is a publicly traded real estate investment trust that acquires and owns farmland and farm-related properties located in major agricultural markets in the U.S. and leases its properties to unrelated third-party farmers. The Company, which reports the aggregate fair value of its farmland holdings on a quarterly basis, currently owns 169 farms, comprised of approximately 116,000 acres in 15 different states and over 45,000 acre-feet of banked water in California, valued at a total of approximately $1.6 billion. Gladstone Land's farms are predominantly located in regions where its tenants are able to grow fresh produce annual row crops, such as berries and vegetables, which are generally planted and harvested annually. The Company also owns farms growing permanent crops, such as almonds, apples, cherries, figs, lemons, olives, pistachios, and other orchards, as well as blueberry groves and vineyards, which are generally planted every 20-plus years and harvested annually. Approximately 40% of the Company's fresh produce acreage is either organic or in transition to become organic, and over 10% of its permanent crop acreage falls into this category. The Company may also acquire property related to farming, such as cooling facilities, processing buildings, packaging facilities, and distribution centers. Gladstone Land pays monthly distributions to its stockholders and has paid 126 consecutive monthly cash distributions on its common stock since its initial public offering in January 2013. The Company has increased its common distributions 31 times over the prior 34 quarters, and the current per-share distribution on its common stock is $0.0462 per month, or $0.5544 per year.",Real Estate,REIT—Specialty,0.04%
SPK,N/A,N/A,N/A,N/A,N/A
4091,N/A,N/A,N/A,N/A,N/A
ANTO,N/A,N/A,N/A,N/A,N/A
9766,N/A,N/A,N/A,N/A,N/A
4185,N/A,N/A,N/A,N/A,N/A
2875,N/A,N/A,N/A,N/A,N/A
9007,N/A,N/A,N/A,N/A,N/A
4755,N/A,N/A,N/A,N/A,N/A
PHNX,N/A,N/A,N/A,N/A,N/A
GET,N/A,N/A,N/A,N/A,N/A
SOL,Emeren Group Ltd,"Emeren Group Ltd, through its subsidiaries, develops, builds, operates, and sells solar power projects. It owns and operates 3 gigawatt pipeline of projects and independent power producer assets. The company also develops community solar gardens; and sells project rights. In addition, it engages in engineering design; procurement of solar modules; balance-of-system components and other components; and construction contracting and management services. Further, the company generates and sells electricity. It operates in China, United States, UK, Spain, France, Poland, Italy, Hungary, and Internationally. The company was formerly known as ReneSola Ltd and changed its name to Emeren Group Ltd in January 2023. Emeren Group Ltd was founded in 2005 and is headquartered in Stamford, Connecticut.",Technology,Solar,0.04%
YAR,N/A,N/A,N/A,N/A,N/A
GFC,N/A,N/A,N/A,N/A,N/A
BDEV,N/A,N/A,N/A,N/A,N/A
ORK,N/A,N/A,N/A,N/A,N/A
8952,N/A,N/A,N/A,N/A,N/A
9001,N/A,N/A,N/A,N/A,N/A
DPH,N/A,N/A,N/A,N/A,N/A
KGF,N/A,N/A,N/A,N/A,N/A
BMW3,N/A,N/A,N/A,N/A,N/A
CCH,N/A,N/A,N/A,N/A,N/A
MZTF,N/A,N/A,N/A,N/A,N/A
NTGY,N/A,N/A,N/A,N/A,N/A
8331,N/A,N/A,N/A,N/A,N/A
7186,N/A,N/A,N/A,N/A,N/A
8473,N/A,N/A,N/A,N/A,N/A
9041,N/A,N/A,N/A,N/A,N/A
9CI,N/A,N/A,N/A,N/A,N/A
3462,N/A,N/A,N/A,N/A,N/A
REA,N/A,N/A,N/A,N/A,N/A
ENR,"Energizer Holdings, Inc.","Energizer Holdings, Inc., together with its subsidiaries, manufactures, markets, and distributes household batteries, specialty batteries, and lighting products worldwide. It offers lithium, alkaline, carbon zinc, nickel metal hydride, zinc air, and silver oxide batteries under the Energizer, Eveready, and Rayovac brands; primary, rechargeable, specialty, and hearing aid batteries; and handheld, headlights, lanterns, and area lights, as well as flashlights under the Hard Case, Dolphin, and WeatherReady brands. The company licenses the Energizer, Rayovac, and Eveready brands to companies developing consumer solutions in solar, automotive batteries, portable power for critical devices, generators, power tools, household light bulbs, and other lighting products. In addition, it designs and markets automotive fragrance and appearance products, including protectants, wipes, tire and wheel care products, glass cleaners, leather care products, air fresheners, and washes to clean, shine, refresh, and protect interior and exterior automobile surfaces under the brand names of Armor All, Nu Finish, Refresh Your Car!, LEXOL, Eagle One, California Scents, Driven, Bahama & Co, Carnu, Grand Prix, Kit, and Tempo; STP branded fuel and oil additives, functional fluids, and other performance chemical products; and do-it-yourself automotive air conditioning recharge products under the A/C PRO brand name, as well as other refrigerant and recharge kits, sealants, and accessories. The company sells its products through direct sales force, distributors, and wholesalers; and various retail and business-to-business channels, including mass merchandisers, club, electronics, food, home improvement, dollar store, auto, drug, hardware, e-commerce, convenience, sporting goods, hobby/craft, office, industrial, medical, and catalog. Energizer Holdings, Inc. was incorporated in 2015 and is headquartered in Saint Louis, Missouri.",Industrials,Electrical Equipment & Parts,0.03%
TELIA,N/A,N/A,N/A,N/A,N/A
TW,Tradeweb Markets Inc.,"Tradeweb Markets Inc. builds and operates electronic marketplaces in the Americas, Europe, the Middle East, Africa, Asia Pacific, and internationally. The company's marketplaces facilitate trading in a range of asset classes, including rates, credit, money markets, and equities. It offers pre-trade data and analytics, trade execution, and trade processing, as well as post-trade data, analytics, and reporting services. The company provides flexible order and trading systems to institutional investors. It also offers a range of electronic, voice, and hybrid platforms to dealers and financial institutions on electronic or hybrid markets with Dealerweb platform; and trading solutions for financial advisory firms and traders with Tradeweb Direct platform. The company serves in the institutional, wholesale, and retail client sectors. Its customers include asset managers, hedge funds, insurance companies, central banks, banks and dealers, proprietary trading firms, retail brokerage and financial advisory firms, and regional dealers. The company was founded in 1996 and is headquartered in New York, New York. Tradeweb Markets Inc. operates a subsidiary of Refinitiv Parent Limited.",Financial Services,Capital Markets,0.03%
1997,N/A,N/A,N/A,N/A,N/A
ALD,N/A,N/A,N/A,N/A,N/A
SKAB,N/A,N/A,N/A,N/A,N/A
ZAL,N/A,N/A,N/A,N/A,N/A
INDT,N/A,N/A,N/A,N/A,N/A
DNP,DNP Select Income Fund Inc.,"DNP Select Income Fund Inc. is a closed ended balanced mutual fund launched by Virtus Investment Partners, Inc. The fund is managed by Duff & Phelps Investment Management Co. It invests in the public equity and fixed income markets of the United States. For the fixed income portion, the fund invests in bonds. It seeks to invest in stocks of companies operating in the Utility sector. The fund invests in stocks of companies across all market capitalizations. It benchmarks the performance of its portfolio against the S&P 500 Utilities Index and Barclays Capital U.S. Utility Bond Index. DNP Select Income Fund Inc. was formed on November 26, 1986 and is domiciled in the United States.",Financial Services,Asset Management,0.03%
4183,N/A,N/A,N/A,N/A,N/A
ICP,N/A,N/A,N/A,N/A,N/A
SOBI,N/A,N/A,N/A,N/A,N/A
SEK,N/A,N/A,N/A,N/A,N/A
7752,N/A,N/A,N/A,N/A,N/A
5019,N/A,N/A,N/A,N/A,N/A
SMDS,N/A,N/A,N/A,N/A,N/A
MGR,N/A,N/A,N/A,N/A,N/A
EDPR,N/A,N/A,N/A,N/A,N/A
RMV,N/A,N/A,N/A,N/A,N/A
UMI,N/A,N/A,N/A,N/A,N/A
DXS,N/A,N/A,N/A,N/A,N/A
LHA,N/A,N/A,N/A,N/A,N/A
PST,N/A,N/A,N/A,N/A,N/A
9962,N/A,N/A,N/A,N/A,N/A
KESKOB,N/A,N/A,N/A,N/A,N/A
3436,N/A,N/A,N/A,N/A,N/A
REC,N/A,N/A,N/A,N/A,N/A
DIM,N/A,N/A,N/A,N/A,N/A
GPT,N/A,N/A,N/A,N/A,N/A
8354,N/A,N/A,N/A,N/A,N/A
BIM,N/A,N/A,N/A,N/A,N/A
ESLT,Elbit Systems Ltd.,"Elbit Systems Ltd. develops and supplies a portfolio of airborne, land, and naval systems and products for the defense, homeland security, and commercial aviation applications primarily in Israel. The company operates through Aerospace, C4I and Cyber, ISTAR and EW, Land, and Elbit Systems of America segments. It also offers military aircraft and helicopter systems; commercial aviation systems and aerostructures; unmanned aircraft systems; electro-optic, night vision, and countermeasures systems; naval systems; land vehicle systems; munitions, such as precision munitions for land, air, and sea applications; command, control, communications, computer, intelligence, surveillance and reconnaissance, and cyber systems; electronic warfare and signal intelligence systems; and other commercial activities. In addition, the company manufactures and sells data links and radio communication systems and equipment, and cyber intelligence, autonomous, and homeland security solutions. Further, it provides various electronic warfare and signal intelligence systems, and laser systems; armored vehicle and other platforms survivability and protection systems, artillery, and mortar systems, as well as provides various training and support services. Additionally, the company offers products and systems solutions to military, homeland security, medical instrumentation, and commercial aviation clients. It markets its systems and products as a prime contractor or subcontractor to various governments and companies. It also has operations in Israel, North America, Europe, Latin America, the Asia-Pacific, and internationally. The company was incorporated in 1966 and is based in Haifa, Israel.",Industrials,Aerospace & Defense,0.03%
