North,Name,Primary Exchange,Ticker,Parent Comp. Name,Fund Objective,Fund Geographical Focus,Fund Asset Class Focus,General Attribute,Tot Asset US$ (M),Expense Ratio,Avg Dvd Yield,Alpha 1Y-M,Alpha 3Y,Tot Ret 1Y,Tot Ret 3Y,Sharpe 1Y-M,Sharpe 3Y,Beta 1Y-M,Beta 3Y
No,ISHARES GSCI COMMODITY DYNAM,NASDAQ GM,COMT US Equity,iShares ETFs/USA,Broad Based,Global,Commodity,N.A.,804.332,0.48,47.139,0.026,-0.014,-4.642,76.87,-0.499,1.204,1.01,0.994
Yes,CLRBRDG LRG CAP GWTH ESG ETF,NASDAQ GM,LRGE US Equity,Legg Mason ETF Investment Trust,Large-cap,United States,Equity,ESG,157.724,0.59,0.674,0.406,-0.138,37.399,22.812,1.216,0.336,0.987,0.992
No,ISHARES TRUST ISHARES ESG AW,NASDAQ GM,ESGD US Equity,iShares ETFs/USA,International,International,Equity,"Socially Responsible,ESG",6862.977,0.2,3.442,-0.015,0.008,21.895,18.553,0.629,0.295,1.088,1.015
No,INDEXIQ ETF TRUST IQ U.S. SM,NASDAQ GM,CSML US Equity,IndexIQ ETF Trust,Small-cap,United States,Equity,N.A.,170.585,0.35,1.851,-0.054,-0.055,-0.036,37.101,-0.636,0.507,0.995,1.004
No,INVESCO BULLETSHARES 2023 CO,NASDAQ GM,BSCN US Equity,Invesco ETFs/USA,Corporate,United States,Fixed Income,N.A.,1963.596,0.1,,0.024,-0.013,5.102,3.888,0.458,-0.706,0.913,1.01
No,ISHARES INC ISHARES ESG AWAR,NASDAQ GM,ESGE US Equity,iShares ETFs/USA,Emerging Markets,International,Equity,"Socially Responsible,ESG",3859.194,0.25,2.501,-0.105,-0.027,14.303,-10.531,0.337,-0.271,1.079,1.016
No,ISHARES IBONDS DEC 2030 TREA,NASDAQ GM,IBTK US Equity,iShares ETFs/USA,Government,United States,Fixed Income,N.A.,151.19,0.07,,-0.003,-0.039,1.891,-18.537,-0.692,-1.286,1.02,0.984
No,ISHARES SHORT TREASURY BOND,NASDAQ GM,SHV US Equity,iShares ETFs/USA,Government,United States,Fixed Income,N.A.,22056.131,0.15,,0.015,-0.014,4.8,4.99,-0.792,-0.715,1.088,1.167
No,GLOBAL X CLOUD COMPUTING ETF,NASDAQ GM,CLOU US Equity,Global X ETFs/USA,Technology,Global,Equity,N.A.,521.135,0.68,0.25,-0.059,-0.049,21.025,-19.564,0.207,-0.305,1.009,1.004
No,FIRST TRUST DW FOCUS 5 INTL,NASDAQ GM,IFV US Equity,First Trust ETFs/USA,International,International,Equity,N.A.,182.019,1.05,4.153,-0.1,-0.032,12.245,0.622,0.363,-0.048,1.078,1.028
No,ISHARES ASIA 50 ETF,NASDAQ GM,AIA US Equity,iShares ETFs/USA,Asian Pacific Region,Asian Pacific Region,Equity,N.A.,1371.915,0.5,1.865,-0.148,-0.023,24.38,-20.979,0.621,-0.28,1.088,1.035
No,INVESCO S&P SMALLCAP ENERGY,NASDAQ GM,PSCE US Equity,Invesco ETFs/USA,Energy,United States,Equity,N.A.,253.057,0.29,2.216,-0.021,-0.049,2.826,271.68,0,1.515,1.004,1.001
No,VANGUARD S/T CORP BOND ETF,NASDAQ GM,VCSH US Equity,Vanguard ETF/USA,Corporate,United States,Fixed Income,N.A.,34085.621,0.04,,-0.03,0.001,5.333,-2.608,-0.213,-0.932,1.07,1.043
Yes,CABANA TARGET DRAWDWN 10 ETF,NASDAQ GM,TDSC US Equity,Exchange Listed Funds Trust,Dynamic Allocation,United States,Mixed Allocation,N.A.,293.472,0.54,,-0.421,-0.157,-2.055,-6.931,-0.764,-0.371,0.613,0.66
No,GLOBAL X S&P 500 CA VAL ETF,NASDAQ GM,CATH US Equity,Global X ETFs/USA,Large-cap,United States,Equity,Religiously Responsible,699.391,0.29,1.571,-0.021,-0.005,18.498,31.634,0.352,0.507,0.99,1.002
No,INVESCO EQUAL WEIGHT 0-30 YR,NASDAQ GM,GOVI US Equity,Invesco ETFs/USA,Government,United States,Fixed Income,N.A.,701.146,0.15,,-0.017,-0.017,-1.515,-26.556,-0.855,-1.339,1.019,1.001
No,INVESCO S&P SMALLCAP INDUSTR,NASDAQ GM,PSCI US Equity,Invesco ETFs/USA,Industrials,United States,Equity,N.A.,130.935,0.29,1.083,-0.013,-0.017,15.623,54.726,0.168,0.702,0.986,0.998
No,ISHARES ESG ADV HIGH YIELD,NASDAQ GM,HYXF US Equity,iShares ETFs/USA,Corporate,United States,Fixed Income,"Socially Responsible,ESG",111.353,0.35,,-0.005,-0.009,8.165,-1.359,-0.074,-0.313,1.112,1.045
No,VANGUARD LONG-TERM TREASURY,NASDAQ GM,VGLT US Equity,Vanguard ETF/USA,Government,United States,Fixed Income,N.A.,7752.884,0.04,,-0.014,0.018,-4.122,-38.312,-0.784,-1.271,1.012,1.004
No,INVESCO S&P SMALLCAP HEALTH,NASDAQ GM,PSCH US Equity,Invesco ETFs/USA,Health Care,United States,Equity,N.A.,200.03,0.29,0.597,-0.046,-0.014,-17.217,-21.501,-1.633,-0.356,0.992,1.003
No,ISHARES EXPONENTIAL TECH ETF,NASDAQ GM,XT US Equity,iShares ETFs/USA,Thematic,Global,Equity,N.A.,2981.681,0.46,0.955,0.003,-0.03,13.824,7.478,0.095,0.08,1.03,1.006
No,FIRST TRUST INDXX NEXTG ETF,NASDAQ GM,NXTG US Equity,First Trust ETFs/USA,Thematic,Global,Equity,N.A.,369.482,0.7,2.451,-0.088,-0.049,23.739,22.183,0.673,0.309,1.053,1.009
No,ISHARES PREFERRED & INCOME S,NASDAQ GM,PFF US Equity,iShares ETFs/USA,Preferred,United States,Fixed Income,N.A.,12453.047,0.46,,-0.026,-0.036,6.893,-3.457,-0.264,-0.318,0.945,0.984
No,FIRST TRUST INDIA NIFTY 50 E,NASDAQ GM,NFTY US Equity,First Trust ETFs/USA,India,India,Equity,N.A.,112.181,0.8,1.461,-0.222,-0.056,11.455,64.878,0.352,1.008,1.049,0.846
No,VICTORYSHARES US MIN VOL ETF,NASDAQ GM,VSMV US Equity,Victory Portfolios II,Large-cap,United States,Equity,N.A.,118.005,0.35,2.119,-0.021,-0.015,10.444,33.433,0.05,0.653,0.967,0.996
Yes,FIRST TRUST CALIFORNIA MUNIC,NASDAQ GM,FCAL US Equity,First Trust ETFs/USA,Municipals,California,Fixed Income,N.A.,148.01,0.5,,0.05,0.03,4.445,-3.687,-0.193,-0.582,0.978,1.001
No,VANGUARD RUSSELL 1000,NASDAQ GM,VONE US Equity,Vanguard ETF/USA,Large-cap,United States,Equity,N.A.,3687.609,0.08,1.585,-0.011,-0.009,18.362,32.489,0.366,0.501,0.998,0.999
No,VANGUARD RUSSELL 2000 GROWTH,NASDAQ GM,VTWG US Equity,Vanguard ETF/USA,Small-cap,United States,Equity,N.A.,678.057,0.15,0.746,-0.001,0,1.001,-4.783,-0.541,-0.055,1.008,1.002
No,ISHARES MSCI ACWI EX US ETF,NASDAQ GM,ACWX US Equity,iShares ETFs/USA,International,International,Equity,N.A.,4186.893,0.32,3.166,-0.03,-0.001,18.543,10.775,0.481,0.14,1.094,1.015
No,FIRST TRUST NASDAQ-100 EX-TE,NASDAQ GM,QQXT US Equity,First Trust ETFs/USA,Large-cap,United States,Equity,N.A.,163.211,0.6,1.372,-0.033,-0.052,10.852,20.395,-0.048,0.293,1.021,1.015
No,FIRST TRUST NASDAQ CLEAN EDG,NASDAQ GM,QCLN US Equity,First Trust ETFs/USA,Energy,United States,Equity,"Clean Energy,Environmentally Friendly",975.929,0.6,1.026,-0.005,,-33.808,-27.113,-0.915,-0.093,0.997,
No,ISHARES MBS ETF,NASDAQ GM,MBB US Equity,iShares ETFs/USA,Mortgage-Backed,United States,Fixed Income,N.A.,26722.668,0.04,,-0.007,-0.002,2.393,-13.993,-0.707,-1.167,1.029,1.012
No,ISHARES GLOBAL CLEAN ENERGY,NASDAQ GM,ICLN US Equity,iShares ETFs/USA,Energy,Global,Equity,"Clean Energy,Environmentally Friendly",2620.009,0.41,1.267,0.137,-0.015,-27.519,-30.196,-1.358,-0.283,1.043,1
No,INVESCO HIGH YIELD EQUITY DI,NASDAQ GM,PEY US Equity,Invesco ETFs/USA,Large-cap,United States,Equity,N.A.,1218.125,0.52,5.898,-0.054,-0.044,0.151,40.966,-0.647,0.63,0.994,0.997
No,VANGUARD TOTAL BOND MARKET,NASDAQ GM,BND US Equity,Vanguard ETF/USA,Aggregate Bond,United States,Fixed Income,N.A.,95628.539,0.03,,-0.015,0.01,2.973,-13.922,-0.59,-1.167,1.035,1.021
No,ISHARES FALLEN ANGELS ETF,NASDAQ GM,FALN US Equity,iShares ETFs/USA,Corporate,United States,Fixed Income,N.A.,1271.129,0.25,,-0.029,-0.054,11.13,4.636,0.394,-0.105,1.12,1.041
No,ISHARES ESG MSCI USA LEADERS,NASDAQ GM,SUSL US Equity,iShares ETFs/USA,Large-cap,United States,Equity,ESG,1101.821,0.1,1.518,-0.007,-0.003,22.051,36.386,0.564,0.57,0.996,0.999
No,ISHARES MSCI BRAZIL SMALL-CA,NASDAQ GM,EWZS US Equity,iShares ETFs/USA,Brazil,Brazil,Equity,N.A.,205.573,0.58,3.785,-0.068,-0.018,-5.123,18.859,-0.334,0.237,1.072,1.02
No,INVESCO BULLETSHARES 2029 CO,NASDAQ GM,BSCT US Equity,Invesco ETFs/USA,Corporate,United States,Fixed Income,N.A.,437.857,0.1,,-0.039,0.005,6.321,-10.378,-0.094,-0.796,1.02,1.034
No,WAHED FTSE USA SHARIAH ETF,NASDAQ GM,HLAL US Equity,Listed Funds Trust,Large-cap,United States,Equity,"Islamic,Religiously Responsible",304.432,0.5,1.321,-0.042,-0.022,22.502,44.246,0.62,0.705,0.987,0.991
Yes,FIRST TRST DYN DEVEL INT ETF,NASDAQ GM,RFDI US Equity,First Trust ETFs/USA,International,International,Equity,N.A.,115.576,0.83,5.289,-0.027,-0.224,18.975,10.386,0.594,0.153,0.924,0.988
No,WISDOMTREE CLOUD COMPUTING,NASDAQ GM,WCLD US Equity,WisdomTree ETFs/USA,Technology,United States,Equity,N.A.,607.581,0.45,0.004,-0.04,-0.037,14.337,-32.76,-0.053,-0.383,1.004,1
No,ISHARES 20+ YEAR TREASURY BO,NASDAQ GM,TLT US Equity,iShares ETFs/USA,Government,United States,Fixed Income,N.A.,41558.043,0.15,,-0.004,,-5.524,-40.484,-0.807,-1.265,1.023,
No,ISHARES ESG AWARE MSCI USA,NASDAQ GM,ESGU US Equity,iShares ETFs/USA,Broad Market,United States,Equity,"Socially Responsible,ESG",11954.109,0.15,1.616,-0.011,-0.017,17.886,29.897,0.322,0.46,0.997,1.003
No,FIRST TRUST MID CAP CORE ALP,NASDAQ GM,FNX US Equity,First Trust ETFs/USA,Mid-cap,United States,Equity,N.A.,963.545,0.59,2.029,-0.024,-0.009,7.13,33.837,-0.233,0.47,0.991,1.002
No,PROSHARES ULTRAPRO SHORT QQQ,NASDAQ GM,SQQQ US Equity,ProShares ETFs/USA,Large-cap,United States,Equity,N.A.,3534.07,0.95,,1.241,0.032,-68.678,-83.479,-0.842,-0.481,-2.922,-2.917
No,INVESCO NASDAQ NEXT GEN 100,NASDAQ GM,QQQJ US Equity,Invesco ETFs/USA,Mid-cap,United States,Equity,N.A.,607.098,0.15,0.916,-0.018,-0.009,5.511,-4.387,-0.242,-0.077,0.997,1.003
No,ISHARES IBONDS DEC 2027 TERM,NASDAQ GM,IBTH US Equity,iShares ETFs/USA,Government,United States,Fixed Income,N.A.,284.081,0.07,,0.005,-0.005,3.784,-11.11,-0.536,-1.279,0.99,0.997
No,GLOBAL X NASDAQ 100 COVC GRW,NASDAQ GM,QYLG US Equity,Global X ETFs/USA,Broad Market,United States,Equity,N.A.,105.758,0.6,0.87,-0.109,-0.04,31.614,25.741,1.064,0.395,1.019,0.987
No,ISHARES MSCI EUROPE SMALL-CA,NASDAQ GM,IEUS US Equity,iShares ETFs/USA,European Region,European Region,Equity,N.A.,106.263,0.4,3.629,0.025,0.006,16.817,5.603,0.234,0.071,1.055,1
No,FIRST TRUST EMERGING MARKETS,NASDAQ GM,FEM US Equity,First Trust ETFs/USA,Emerging Markets,International,Equity,N.A.,376.613,0.8,5.523,-0.222,-0.066,17.002,10.968,0.46,0.13,1.06,0.993
No,INVESCO DORSEY WRIGHT INDUS,NASDAQ GM,PRN US Equity,Invesco ETFs/USA,Industrials,United States,Equity,N.A.,140.69,0.63,1.026,-0.044,-0.044,20.557,32.051,0.28,0.452,0.998,1.009
Yes,VICTORYSHARES SHORT-TERM BON,NASDAQ GM,USTB US Equity,Victory Portfolios II,Aggregate Bond,Global,Fixed Income,N.A.,529.783,0.35,,0.154,0.08,5.938,2.887,-0.017,-0.658,0.765,0.93
No,INVESCO DIVIDEND ACHIEVERS E,NASDAQ GM,PFM US Equity,Invesco ETFs/USA,Large-cap,United States,Equity,N.A.,586.989,0.53,2.429,-0.045,-0.04,8.609,28.009,-0.135,0.506,0.982,0.994
No,SPDR MSCI ACWI CLIMATE PARIS,NASDAQ GM,NZAC US Equity,State Street ETF/USA,Global,Global,Equity,Environmentally Friendly,234.552,0.12,1.899,-0.086,-0.034,18.091,19.732,0.355,0.302,1.044,1.015
No,ISHARES IBONDS DEC 2028 TERM,NASDAQ GM,IBTI US Equity,iShares ETFs/USA,Government,United States,Fixed Income,N.A.,203.863,0.07,,0.006,-0.014,3.638,-13.175,-0.51,-1.265,1.006,1.002
No,FIRST TRUST SMALL CAP GROWTH,NASDAQ GM,FYC US Equity,First Trust ETFs/USA,Small-cap,United States,Equity,N.A.,205.148,0.7,1.261,-0.04,-0.026,-2.339,12.612,-0.73,0.199,1.002,1.004
No,NASDAQ 7 HANDL INDEX ETF,NASDAQ GM,HNDL US Equity,Strategy Shares Inc/Fund Parent,Moderate Allocation,United States,Mixed Allocation,N.A.,905.01,0.98,1.676,-0.116,-0.137,7.395,-2.291,-0.237,-0.235,1.006,1.004
No,INVESCO BULLETSHARES 2030 CB,NASDAQ GM,BSCU US Equity,Invesco ETFs/USA,Corporate,United States,Fixed Income,N.A.,326.175,0.1,,-0.046,0.028,5.728,-13.638,-0.182,-0.82,1.081,1.053
No,FIRST TRUST JAPAN,NASDAQ GM,FJP US Equity,First Trust ETFs/USA,Japan,Japan,Equity,N.A.,173.516,0.8,3.013,0.073,0.02,34.632,11.931,1.496,0.152,1.07,0.951
No,FIRST TRUST MID CAP GROWTH,NASDAQ GM,FNY US Equity,First Trust ETFs/USA,Mid-cap,United States,Equity,N.A.,247.835,0.7,0.859,-0.037,-0.037,2.324,6.723,-0.437,0.103,1.005,1.001
No,FIRST TRUST SMALL CAP VAL,NASDAQ GM,FYT US Equity,First Trust ETFs/USA,Small-cap,United States,Equity,N.A.,157.3,0.7,2.881,-0.005,-0.005,9.632,46.35,-0.152,0.581,0.998,1.002
No,VICTORYSHARES INTERNATIONAL,NASDAQ GM,UIVM US Equity,Victory Portfolios II,International,International,Equity,N.A.,227.251,0.35,4.372,-0.017,-0.049,20.233,17.33,0.658,0.278,1.042,1.03
No,INVESCO KBW PREMIUM YIELD EQ,NASDAQ GM,KBWY US Equity,Invesco ETFs/USA,Real Estate,United States,Equity,N.A.,196.162,0.35,10.54,-0.03,-0.018,-2.613,25.737,-0.533,0.325,1,1.002
No,FIRST TRST NASD CL EDG SGIIF,NASDAQ GM,GRID US Equity,First Trust ETFs/USA,Thematic,Global,Equity,"Clean Energy,Environmentally Friendly",897.334,0.7,2.305,0.013,-0.005,10.501,38.58,0.127,0.522,1.062,1.02
No,VICTORYSHARES US VALUE MOMEN,NASDAQ GM,ULVM US Equity,Victory Portfolios II,Large-cap,United States,Equity,N.A.,159.477,0.2,2.143,-0.04,0.01,2.689,32.884,-0.566,0.535,1.001,1.052
No,ISHARES USD GREEN BOND ETF,NASDAQ GM,BGRN US Equity,iShares ETFs/USA,Aggregate Bond,Global,Fixed Income,Environmentally Friendly,317.537,0.2,,-0.021,-0.057,4.613,-14.02,-0.327,-1.185,1.063,1.053
No,ISHARES IBONDS DEC 2023 TERM,NASDAQ GM,IBTD US Equity,iShares ETFs/USA,Government,United States,Fixed Income,N.A.,2184.098,0.07,,0.178,0.008,4.725,1.994,-1.235,-1.34,0.58,1.018
No,VICTORYSHARES US 500 ENHANCE,NASDAQ GM,CFO US Equity,Victory Portfolios II,Large-cap,United States,Equity,N.A.,526.58,0.35,1.956,-0.029,-0.039,-8.856,9.612,-1.461,0.202,1.024,1.01
No,VICTORYSHARES US 500 VOLATIL,NASDAQ GM,CFA US Equity,Victory Portfolios II,Large-cap,United States,Equity,N.A.,508.302,0.35,1.954,-0.027,-0.025,6.07,26.711,-0.271,0.448,0.995,1.003
No,VICTORYSHARES US LARGE CAP H,NASDAQ GM,CDL US Equity,Victory Portfolios II,Large-cap,United States,Equity,N.A.,332.966,0.35,4.484,-0.041,-0.018,-0.373,42.226,-0.674,0.697,0.988,0.984
No,INVESCO DORSEY WRIGHT ENERGY,NASDAQ GM,PXI US Equity,Invesco ETFs/USA,Energy,United States,Equity,N.A.,116.338,0.7,2.157,-0.055,-0.055,-4.607,269.612,-0.396,1.585,1.004,1.005
No,ISHARES CORE S&P U.S. GROWTH,NASDAQ GM,IUSG US Equity,iShares ETFs/USA,Large-cap,United States,Equity,N.A.,13388.37,0.04,1.28,-0.002,-0.004,22.784,23.733,0.477,0.346,0.992,0.998
No,INVESCO BULLETSHARES 2026 CO,NASDAQ GM,BSCQ US Equity,Invesco ETFs/USA,Corporate,United States,Fixed Income,N.A.,2091.95,0.1,,-0.025,-0.012,5.814,-5.844,-0.039,-0.914,1.03,1.031
No,INVESCO BULLETSHARES 2024 CO,NASDAQ GM,BSCO US Equity,Invesco ETFs/USA,Corporate,United States,Fixed Income,N.A.,3907.346,0.1,,-0.034,-0.012,5.323,0.219,-0.14,-0.931,1.038,1.033
No,ISHARES MSCI TURKEY ETF,NASDAQ GM,TUR US Equity,iShares ETFs/USA,Turkey,Turkey,Equity,N.A.,181.538,0.58,1.985,0.059,0.012,30.292,110.996,0.866,0.927,0.955,0.985
No,FIRST TRUST DEVELP MKT EX-US,NASDAQ GM,FDT US Equity,First Trust ETFs/USA,International,International,Equity,N.A.,402.225,0.8,4.385,-0.056,-0.052,17.501,10.579,0.454,0.153,1.044,0.979
No,FIRST TRUST NASDAQ CYBERSECU,NASDAQ GM,CIBR US Equity,First Trust ETFs/USA,Technology,United States,Equity,N.A.,4941.173,0.6,0.986,-0.042,-0.036,19.232,35.219,0.222,0.489,1.003,1.005
No,GLOBAL X NASD 100 COV CALL,NASDAQ GM,QYLD US Equity,Global X ETFs/USA,Technology,United States,Equity,N.A.,7683.381,0.6,0.871,-0.033,-0.047,21.891,16.246,1.008,0.279,0.99,1.002
No,INVESCO BULLETSHARES 2025 CO,NASDAQ GM,BSCP US Equity,Invesco ETFs/USA,Corporate,United States,Fixed Income,N.A.,3008.132,0.1,,-0.027,-0.008,5.324,-2.841,-0.217,-0.963,1.009,1.039
No,ISHARES IBONDS DEC 2029 TERM,NASDAQ GM,IBTJ US Equity,iShares ETFs/USA,Government,United States,Fixed Income,N.A.,122.204,0.07,,0.006,-0.028,2.913,-15.097,-0.617,-1.301,1.003,0.986
No,INVESCO BULLETSHARES 2027 CO,NASDAQ GM,BSCR US Equity,Invesco ETFs/USA,Corporate,United States,Fixed Income,N.A.,1175.54,0.1,,-0.033,-0.001,5.771,-6.693,-0.152,-0.829,1.007,1.02
No,ISHARES IBONDS DEC 2024 TERM,NASDAQ GM,IBTE US Equity,iShares ETFs/USA,Government,United States,Fixed Income,N.A.,2644.387,0.07,,-0.007,-0.003,4.451,-2.317,-0.693,-1.513,1.019,0.997
No,INVESCO BULLETSHARES 2024 MU,NASDAQ GM,BSMO US Equity,Invesco ETFs/USA,Municipals,United States,Fixed Income,N.A.,206.701,0.18,,-0.034,-0.02,3.355,0.184,-0.793,-0.844,1.172,1.089
No,INVESCO BULLETSHARES 2026 MU,NASDAQ GM,BSMQ US Equity,Invesco ETFs/USA,Municipals,United States,Fixed Income,N.A.,123.781,0.18,,0.023,-0.013,3.742,-4.453,-0.39,-0.744,1.077,1.087
No,INVESCO BULLETSHARES 2023 MU,NASDAQ GM,BSMN US Equity,Invesco ETFs/USA,Municipals,United States,Fixed Income,N.A.,123.067,0.18,,-0.132,-0.052,2.999,1.687,-1.491,-0.999,1.415,1.157
No,FIRST TRUST DORSEY WRIGHT DY,NASDAQ GM,FVC US Equity,First Trust ETFs/USA,Dynamic Allocation,United States,Mixed Allocation,N.A.,187.099,0.79,0.541,-0.083,-0.027,-11.09,18.746,-1.552,0.325,0.982,0.994
Yes,FIRST TR LOW DURATION ST-ETF,NASDAQ GM,LDSF US Equity,First Trust ETFs/USA,Aggregate Bond,Global,Fixed Income,N.A.,126.354,0.77,,0.062,0.055,5.034,-1.517,-0.584,-0.943,0.845,0.917
No,INVESCO BULLETSHARES 2025 MU,NASDAQ GM,BSMP US Equity,Invesco ETFs/USA,Municipals,United States,Fixed Income,N.A.,181.969,0.18,,-0.012,-0.032,3.367,-2.79,-0.571,-0.85,1.118,1.068
No,INVESCO BULLETSHARES 2024 HI,NASDAQ GM,BSJO US Equity,Invesco ETFs/USA,Corporate,United States,Fixed Income,N.A.,685.506,0.42,,-0.241,-0.066,9.979,7.769,1.052,0.11,1.317,1.047
No,VICTORYSHARES EMERGING MARKE,NASDAQ GM,UEVM US Equity,Victory Portfolios II,Emerging Markets,International,Equity,N.A.,167.096,0.45,4.449,-0.227,-0.553,19.243,16.971,0.721,0.289,1.033,1.02
Yes,PRINCIPAL US MEGA-CAP ETF,NASDAQ GM,USMC US Equity,Principal ETFs/USA,Large-cap,United States,Equity,N.A.,1764.471,0.12,1.461,0.549,0.143,25.431,40.559,0.903,0.649,0.96,0.942
No,VANGUARD INT DIV APP INDX FD,NASDAQ GM,VIGI US Equity,Vanguard ETF/USA,International,International,Equity,N.A.,5260.337,0.15,2.238,-0.069,0.077,16.685,12.529,0.434,0.172,1.11,1.051
No,PACER TRENDPILOT 100 ETF,NASDAQ GM,PTNQ US Equity,Pacer ETFs/USA,Dynamic Allocation,United States,Mixed Allocation,N.A.,990.227,0.65,0.871,-0.044,-0.057,28.825,29.244,1.239,0.561,1,1.006
No,JANUS SMALL MID CAP GR ALP,NASDAQ GM,JSMD US Equity,Janus Detroit Street Trust,Mid-cap,United States,Equity,N.A.,259.12,0.3,0.841,-0.013,-0.016,14.373,7.718,0.071,0.105,0.992,1.002
No,ISHARES MSCI EMR MRK EX CHNA,NASDAQ GM,EMXC US Equity,iShares ETFs/USA,Emerging Markets,International,Equity,N.A.,6984.826,0.25,2.32,-0.076,-0.057,12.229,14.619,0.175,0.19,1.086,0.988
No,JANUS DETROIT STREET TRUST J,NASDAQ GM,JSML US Equity,Janus Detroit Street Trust,Small-cap,United States,Equity,N.A.,147.659,0.3,0.859,-0.027,0.009,11.768,1.193,0.015,0.082,1.004,1.026
Yes,CLEARBRIDGE ALL CAP GROWTH E,NASDAQ GM,CACG US Equity,Legg Mason ETF Investment Trust,Global,Global,Equity,N.A.,100.456,0.53,0.73,0.147,-0.144,30.369,19.416,0.909,0.288,0.994,0.938
Yes,FIRST TRUST ENH SHORT MAT FD,NASDAQ GM,FTSM US Equity,First Trust ETFs/USA,Aggregate Bond,United States,Fixed Income,N.A.,7550.905,0.45,,0.246,0.015,4.84,5.204,-0.975,-0.632,0.366,0.945
No,GLOBAL X AUTONOMOUS&ELEC-ETF,NASDAQ GM,DRIV US Equity,Global X ETFs/USA,Thematic,Global,Equity,Environmentally Friendly,681.359,0.68,2.125,0.057,-0.022,9.642,24.878,0.001,0.32,1.032,1.017
Yes,INVESCO OPTIMUM YIELD DIVERS,NASDAQ GM,PDBC US Equity,Invesco ETFs/USA,Broad Based,United States,Commodity,N.A.,5940.762,0.59,,0.383,0.118,-3.245,91.078,-0.463,1.385,1.062,0.98
No,FIRST TRUST INTERNATIONAL EQ,NASDAQ GM,FPXI US Equity,First Trust ETFs/USA,Thematic,International,Equity,N.A.,162.85,0.7,1.539,-0.077,-0.073,8.318,-31.468,0.097,-0.611,1.041,1.005
No,VANGUARD INT HIGH DVD YLD IN,NASDAQ GM,VYMI US Equity,Vanguard ETF/USA,International,International,Equity,N.A.,6397.706,0.22,5.062,-0.047,-0.019,19.644,35.804,0.625,0.579,1.067,1.006
Yes,FIRST TRUST MANAGED MUNICIPA,NASDAQ GM,FMB US Equity,First Trust ETFs/USA,Muni National Long,United States,Fixed Income,N.A.,1853.179,0.5,,-0.018,-0.039,4.178,-5.067,-0.32,-0.693,0.933,0.972
No,VANGUARD TOTAL CORPORATE BND,NASDAQ GM,VTC US Equity,Vanguard ETF/USA,Corporate,United States,Fixed Income,N.A.,825.399,0.04,,-0.034,0.016,5.282,-13.8,-0.216,-0.841,1.055,1.037
No,FIRST TRUST RBA AMERICAN IND,NASDAQ GM,AIRR US Equity,First Trust ETFs/USA,Industrials,United States,Equity,N.A.,494.137,0.7,1.017,-0.089,-0.077,13.924,78.463,0.18,0.911,0.997,1.01
No,ISHARES GLOBAL TIMBER & FORE,NASDAQ GM,WOOD US Equity,iShares ETFs/USA,Thematic,Global,Equity,N.A.,197.186,0.42,4.242,0.032,0.014,9.556,19.317,-0.058,0.281,1.017,1.001
No,VANGUARD RUSSELL 1000 GROWTH,NASDAQ GM,VONG US Equity,Vanguard ETF/USA,Large-cap,United States,Equity,N.A.,14481.32,0.08,0.79,-0.003,-0.011,31.491,30.755,0.891,0.423,0.996,0.995
No,FIRST TRUST DW FOCUS 5 FUND,NASDAQ GM,FV US Equity,First Trust ETFs/USA,Broad Market,United States,Equity,N.A.,2924.202,0.88,1.125,-0.082,-0.019,-4.683,29.29,-0.873,0.39,0.947,0.995
Yes,FTHI/FIRST TRUST EXCHANGE-TR,NASDAQ GM,FTHI US Equity,First Trust ETFs/USA,Large-cap,United States,Equity,N.A.,290.434,0.85,2.439,,,18.576,31.178,0.725,0.667,,
No,FIRST TRUST RISING DIVIDEND,NASDAQ GM,RDVY US Equity,First Trust ETFs/USA,Large-cap,United States,Equity,N.A.,7905.631,0.5,2.962,-0.044,-0.044,12.291,45.775,0.025,0.623,0.996,0.999
Yes,FIRST TRUST NASDAQ BUYWRITE,NASDAQ GM,FTQI US Equity,First Trust ETFs/USA,Large-cap,United States,Equity,N.A.,105.436,0.85,0.973,,,21.08,23.71,0.772,0.492,,
No,WISDOMTREE INTEREST RATE HED,NASDAQ GM,HYZD US Equity,WisdomTree ETFs/USA,Corporate,United States,Fixed Income,N.A.,152.684,0.43,,0.054,-0.043,8.861,17.919,0.298,0.465,0.833,0.95
No,WISDOMTREE TRUST WISDOMTREE,NASDAQ GM,AGZD US Equity,WisdomTree ETFs/USA,Aggregate Bond,United States,Fixed Income,N.A.,202.801,0.23,,-0.045,-0.004,6.401,7.754,0.919,0.231,1.089,1.058
No,SPDR S&P MIDCAP 400 ETF TRST,NASDAQ GM,XMDYX US Equity,State Street ETF/USA,Mid-cap,United States,Equity,N.A.,17685.605,0.22,1.813,-0.018,-0.015,6.262,30.141,-0.238,0.443,0.995,0.997
No,GUGGENHEIM S&P GLOBAL WATER,NASDAQ GM,XCGWX US Equity,Guggenheim ETFs/USA,Thematic,Global,Equity,N.A.,594.117,0.65,,-0.03,-0.009,-4.17,53.632,0.206,0.842,1.017,1.042
No,GUGGENHEIM SOLAR ETF,NASDAQ GM,XTANX US Equity,Guggenheim ETFs/USA,Energy,Global,Equity,Clean Energy,417.375,0.7,0.213,0.264,0.221,-59.949,-58.15,-0.95,-0.286,0.991,1.034
